order_id,order_date,customer_id,product_id,quantity,unit_price,order_status,sales_person,channel
O002263,2025-03-28,C0029,P1003,1,1652.82,已完成,刘洋,展会线索
O002264,2025-09-20,C0101,P1010,18,622.14,已完成,刘洋,老客户复购
O002265,2025-12-09,C0031,P1009,41,636.6,已完成,赵磊,直销
O002266,2025-06-05,C0061,P1013,14,167.35,已完成,李娜,展会线索
O002267,2025-12-06,C0060,P1007,9,994.63,已完成,赵磊,直销
O002268,2025-04-29,C0034,P1006,11,2317.19,已完成,赵磊,展会线索
O002269,2025-01-03,C0028,P1005,7,1394.0,已完成,陈敏,老客户复购
O002270,2025-12-31,C0039,P1003,15,1547.45,已完成,赵磊,直销
O002271,2025-02-10,C0108,P1007,5,1029.59,已完成,王强,经销
O002272,2025-07-28,C0035,P1009,31,686.98,已完成,王强,展会线索
O002273,2025-11-01,C0051,P1002,8,1027.78,已完成,王强,展会线索
O002274,2025-10-23,C0074,P1001,10,801.34,已完成,张伟,老客户复购
O002275,2025-06-02,C0035,P1001,15,782.16,已完成,李娜,展会线索
O002276,2025-06-09,C0035,P1003,9,1621.19,已完成,王强,老客户复购
O002277,2025-12-18,C0010,P1001,10,744.21,已取消,王强,老客户复购
O002278,2025-11-12,C0009,P1005,1,1397.9,已完成,王强,老客户复购
O002279,2025-06-25,C0066,P1004,14,690.14,已完成,李娜,老客户复购
O002280,2025-10-12,C0040,P1012,35,375.72,已完成,陈敏,经销
O002281,2025-07-24,C0082,P1009,39,632.8,已完成,刘洋,展会线索
O002282,2025-07-21,C0056,P1002,16,1031.44,已完成,李娜,直销
O002283,2025-03-19,C0042,P1001,4,812.33,已完成,张伟,展会线索
O002284,2025-11-07,C0026,P1002,15,1005.58,已完成,刘洋,展会线索
O002285,2025-07-16,C0055,P1007,13,985.72,已完成,陈敏,直销
O002286,2025-01-21,C0041,P1009,26,689.72,已完成,刘洋,展会线索
O002287,2025-03-19,C0031,P1008,17,693.57,已完成,张伟,经销
O002288,2025-09-19,C0053,P1005,11,1481.56,已完成,张伟,经销
O002289,2025-05-25,C0027,P1003,2,1632.0,已完成,李娜,经销
O002290,2025-06-02,C0090,P1004,11,708.74,已完成,王强,经销
O002291,2025-07-22,C0094,P1010,35,616.97,已完成,张伟,经销
O002292,2025-04-07,C0049,P1012,29,321.82,已完成,张伟,经销
O002293,2025-10-07,C0020,P1013,18,150.45,已完成,刘洋,直销
O002294,2025-03-19,C0066,P1004,1,686.63,已完成,张伟,老客户复购
O002295,2025-07-17,C0057,P1013,35,166.62,已完成,刘洋,直销
O002296,2025-06-10,C0083,P1004,1,733.16,已完成,赵磊,直销
O002297,2025-07-12,C0038,P1010,34,597.27,已完成,李娜,直销
O002298,2025-05-19,C0006,P1014,112,36.78,已完成,刘洋,展会线索
O002299,2025-06-10,C0107,P1016,64,89.05,已完成,王强,直销
O002300,2025-03-27,C0083,P1001,2,784.0,已完成,张伟,展会线索
O002301,2025-02-24,C0076,P1008,37,705.75,已完成,刘洋,经销
O002302,2025-03-08,C0105,P1002,1,997.21,已完成,张伟,老客户复购
O002303,2025-04-02,C0014,P1011,35,499.94,已完成,张伟,直销
O002304,2025-07-15,C0062,P1001,12,777.38,已完成,赵磊,展会线索
O002305,2025-02-05,C0023,P1014,114,39.23,已完成,王强,经销
O002306,2025-12-16,C0031,P1002,16,951.04,已完成,陈敏,直销
O002307,2025-01-18,C0029,P1010,28,606.72,已完成,李娜,经销
O002308,2025-02-01,C0116,P1013,9,162.97,已完成,陈敏,老客户复购
O002309,2025-02-04,C0067,P1013,5,170.74,已完成,刘洋,经销
O002310,2025-04-23,C0019,P1012,36,365.82,已完成,陈敏,展会线索
O002311,2025-10-12,C0101,P1010,12,590.47,已完成,王强,经销
O002312,2025-01-10,C0005,P1008,33,703.94,已完成,张伟,老客户复购
O002313,2025-04-13,C0086,P1011,35,453.89,已完成,陈敏,展会线索
O002314,2025-04-16,C0079,P1010,34,604.26,已完成,陈敏,老客户复购
O002315,2025-07-08,C0118,P1011,27,476.22,已完成,陈敏,直销
O002316,2025-01-12,C0093,P1015,104,79.84,已完成,王强,经销
O002317,2025-09-10,C0027,P1007,15,1022.65,已完成,陈敏,直销
O002318,2025-02-22,C0041,P1006,8,2457.89,已完成,王强,展会线索
O002319,2025-12-21,C0021,P1001,4,725.08,已完成,刘洋,经销
O002320,2025-06-13,C0060,P1012,9,344.8,已取消,赵磊,直销
O002321,2025-08-27,C0068,P1008,27,710.63,已完成,陈敏,直销
O002322,2025-08-21,C0027,P1002,7,1045.79,已完成,陈敏,老客户复购
O002323,2025-05-04,C0035,P1004,3,726.29,已完成,李娜,老客户复购
O002324,2025-04-28,C0012,P1001,7,781.27,已完成,赵磊,展会线索
O002325,2025-12-27,C0097,P1012,5,325.18,已完成,张伟,直销
O002326,2025-08-29,C0008,P1008,18,687.0,已完成,赵磊,直销
O002327,2025-10-09,C0102,P1010,11,639.87,已完成,陈敏,直销
O002328,2025-11-12,C0025,P1014,25,40.07,已完成,刘洋,老客户复购
O002329,2025-12-18,C0067,P1006,8,2319.3,已完成,赵磊,直销
O002330,2025-08-21,C0097,P1016,62,93.73,已完成,张伟,直销
O002331,2025-01-15,C0020,P1003,16,1460.46,已完成,陈敏,经销
O002332,2025-11-05,C0025,P1012,36,336.02,已完成,陈敏,直销
O002333,2025-10-09,C0078,P1010,22,599.04,已完成,刘洋,老客户复购
O002334,2025-02-13,C0020,P1001,11,695.61,已完成,刘洋,展会线索
O002335,2025-08-02,C0045,P1012,26,358.9,已完成,陈敏,老客户复购
O002336,2025-01-10,C0037,P1009,31,649.87,已完成,李娜,经销
O002337,2025-05-09,C0049,P1007,9,979.87,已完成,刘洋,老客户复购
O002338,2025-03-06,C0084,P1005,4,1489.17,已完成,张伟,展会线索
O002339,2025-06-24,C0102,P1004,4,688.25,已完成,张伟,展会线索
O002340,2025-08-28,C0113,P1013,4,159.98,已完成,李娜,展会线索
O002341,2025-11-14,C0002,P1003,17,1412.96,已完成,陈敏,展会线索
O002342,2025-03-16,C0071,P1012,38,329.35,已完成,赵磊,老客户复购
O002343,2025-08-29,C0067,P1010,14,638.95,已完成,刘洋,展会线索
O002344,2025-02-02,C0111,P1007,2,902.75,已完成,张伟,经销
O002345,2025-12-15,C0010,P1011,40,441.5,已完成,李娜,直销
O002346,2025-09-05,C0003,P1003,10,1571.58,已完成,刘洋,经销
O002347,2025-02-07,C0081,P1002,6,921.92,已完成,李娜,展会线索
O002348,2025-02-26,C0040,P1014,45,39.45,已完成,刘洋,经销
O002349,2025-09-27,C0033,P1011,7,472.72,已完成,刘洋,经销
O002350,2025-08-20,C0083,P1007,15,1042.76,已完成,陈敏,经销
O002351,2025-11-19,C0028,P1011,35,433.13,已完成,张伟,直销
O002352,2025-07-22,C0109,P1013,14,156.47,已完成,李娜,展会线索
O002353,2025-07-03,C0040,P1002,15,1005.24,已取消,陈敏,直销
O002354,2025-12-27,C0064,P1011,5,483.28,已完成,赵磊,经销
O002355,2025-09-04,C0030,P1006,15,2274.55,已完成,赵磊,展会线索
O002356,2025-05-15,C0067,P1013,32,162.88,已完成,张伟,直销
O002357,2025-02-05,C0049,P1002,16,980.92,已完成,刘洋,展会线索
O002358,2025-10-22,C0113,P1008,14,698.62,退货,陈敏,老客户复购
O002359,2025-03-22,C0006,P1013,15,157.96,已完成,陈敏,展会线索
O002360,2025-05-24,C0066,P1015,89,79.43,已完成,刘洋,展会线索
O002361,2025-06-15,C0073,P1007,9,1039.59,已完成,张伟,直销
O002362,2025-12-06,C0044,P1008,12,731.84,已完成,王强,直销
O002363,2025-10-01,C0105,P1001,10,781.42,已完成,刘洋,展会线索
O002364,2025-04-14,C0045,P1004,15,671.11,已完成,张伟,展会线索
O002365,2025-07-12,C0090,P1013,12,163.74,已完成,刘洋,老客户复购
O002366,2025-08-14,C0107,P1005,13,1360.37,已完成,陈敏,直销
O002367,2025-09-06,C0013,P1003,8,1485.24,已完成,刘洋,经销
O002368,2025-11-15,C0112,P1008,15,711.62,已完成,陈敏,经销
O002369,2025-04-29,C0057,P1003,13,1629.77,已完成,赵磊,老客户复购
O002370,2025-02-26,C0010,P1009,32,683.59,已取消,刘洋,展会线索
O002371,2025-02-18,C0067,P1012,26,375.63,已完成,王强,展会线索
O002372,2025-04-23,C0011,P1001,15,746.41,已取消,刘洋,老客户复购
O002373,2025-07-07,C0086,P1001,14,783.74,已完成,李娜,经销
O002374,2025-03-04,C0034,P1016,79,95.09,已完成,刘洋,直销
O002375,2025-02-06,C0026,P1003,16,1535.55,已完成,李娜,经销
O002376,2025-10-05,C0036,P1011,22,506.21,已完成,赵磊,展会线索
O002377,2025-09-22,C0085,P1012,18,376.65,已完成,陈敏,展会线索
O002378,2025-07-21,C0043,P1012,31,364.4,已完成,李娜,直销
O002379,2025-07-07,C0028,P1012,30,342.82,退货,王强,老客户复购
O002380,2025-12-13,C0090,P1011,25,498.35,已完成,李娜,经销
O002381,2025-06-11,C0116,P1002,9,983.1,已完成,赵磊,直销
O002382,2025-10-24,C0049,P1003,13,1463.86,已完成,王强,展会线索
O002383,2025-11-08,C0010,P1001,12,746.52,已完成,李娜,直销
O002384,2025-06-18,C0015,P1004,12,665.19,已完成,陈敏,老客户复购
O002385,2025-09-07,C0043,P1016,115,96.6,退货,王强,直销
O002386,2025-04-05,C0078,P1007,6,972.66,已完成,赵磊,老客户复购
O002387,2025-12-13,C0085,P1016,60,100.07,已完成,刘洋,直销
O002388,2025-08-15,C0057,P1005,11,1385.33,已完成,陈敏,展会线索
O002389,2025-10-28,C0053,P1007,5,1027.98,已取消,张伟,直销
O002390,2025-08-16,C0077,P1003,1,1542.83,已完成,赵磊,直销
O002391,2025-07-07,C0036,P1004,15,710.76,已完成,张伟,直销
O002392,2025-02-22,C0019,P1001,5,807.28,已完成,张伟,经销
O002393,2025-08-26,C0032,P1006,4,2316.54,已完成,李娜,老客户复购
O002394,2025-07-12,C0014,P1007,16,955.46,已完成,赵磊,展会线索
O002395,2025-07-28,C0075,P1001,9,766.17,已完成,张伟,经销
O002396,2025-10-22,C0038,P1009,4,723.76,已完成,王强,经销
O002397,2025-05-14,C0119,P1007,13,964.63,已完成,李娜,展会线索
O002398,2025-02-04,C0066,P1012,36,367.34,已取消,张伟,经销
O002399,2025-10-10,C0074,P1002,9,1025.41,已完成,陈敏,老客户复购
O002400,2025-02-27,C0004,P1003,3,1553.86,已完成,李娜,直销
O002401,2025-06-20,C0066,P1001,9,754.44,已完成,刘洋,展会线索
O002402,2025-08-04,C0107,P1001,2,777.33,已完成,刘洋,经销
O002403,2025-04-04,C0009,P1012,43,358.65,已完成,赵磊,展会线索
O002404,2025-10-29,C0027,P1012,36,361.61,已完成,李娜,展会线索
O002405,2025-04-24,C0045,P1004,2,695.93,已完成,陈敏,展会线索
O002406,2025-12-22,C0085,P1011,33,507.79,已取消,赵磊,老客户复购
O002407,2025-07-05,C0028,P1002,16,934.29,已取消,陈敏,经销
O002408,2025-04-15,C0102,P1010,38,609.74,已完成,刘洋,直销
O002409,2025-01-17,C0037,P1008,22,655.54,已完成,王强,展会线索
O002410,2025-04-20,C0091,P1007,15,988.61,退货,李娜,展会线索
O002411,2025-07-20,C0014,P1003,7,1488.79,已完成,张伟,经销
O002412,2025-08-28,C0076,P1011,29,458.65,已完成,张伟,老客户复购
O002413,2025-12-02,C0043,P1015,17,83.76,已完成,刘洋,老客户复购
O002414,2025-04-06,C0028,P1009,4,622.79,已完成,王强,老客户复购
O002415,2025-10-12,C0075,P1013,8,169.58,已完成,王强,经销
O002416,2025-09-25,C0117,P1003,12,1474.77,已完成,陈敏,经销
O002417,2025-05-20,C0046,P1011,20,489.82,已完成,赵磊,展会线索
O002418,2025-08-28,C0009,P1013,40,175.97,已完成,刘洋,展会线索
O002419,2025-02-23,C0071,P1012,8,352.45,已完成,王强,直销
O002420,2025-11-17,C0031,P1011,5,486.71,已完成,王强,展会线索
O002421,2025-10-30,C0108,P1009,15,689.11,已完成,刘洋,经销
O002422,2025-09-08,C0006,P1001,1,730.58,已完成,赵磊,老客户复购
O002423,2025-07-13,C0021,P1014,77,36.2,已完成,赵磊,老客户复购
O002424,2025-10-27,C0040,P1015,60,86.73,已完成,刘洋,经销
O002425,2025-12-06,C0023,P1016,48,100.36,已完成,赵磊,老客户复购
O002426,2025-07-17,C0005,P1010,29,585.52,已完成,王强,展会线索
O002427,2025-10-09,C0044,P1010,22,586.19,退货,张伟,直销
O002428,2025-05-03,C0035,P1005,13,1461.24,已完成,王强,老客户复购
O002429,2025-10-12,C0043,P1008,26,689.71,已完成,刘洋,直销
O002430,2025-03-29,C0052,P1002,9,991.38,已完成,赵磊,直销
O002431,2025-05-26,C0061,P1002,17,1037.08,已完成,李娜,经销
O002432,2025-02-19,C0113,P1012,38,357.16,已完成,王强,经销
O002433,2025-06-22,C0055,P1002,4,1033.43,已完成,赵磊,经销
O002434,2025-12-22,C0051,P1008,31,757.7,已完成,赵磊,经销
O002435,2025-02-24,C0120,P1001,12,701.7,已完成,王强,展会线索
O002436,2025-03-06,C0118,P1005,9,1463.43,已完成,刘洋,展会线索
O002437,2025-10-04,C0072,P1002,6,1034.22,已完成,张伟,直销
O002438,2025-07-24,C0094,P1015,56,80.31,已完成,李娜,展会线索
O002439,2025-09-16,C0099,P1012,4,368.87,已完成,张伟,老客户复购
O002440,2025-08-25,C0097,P1009,32,649.35,已完成,陈敏,展会线索
O002441,2025-09-15,C0047,P1011,36,455.68,已完成,赵磊,展会线索
O002442,2025-04-18,C0085,P1013,8,167.58,已完成,陈敏,展会线索
O002443,2025-05-25,C0080,P1013,15,171.38,已完成,陈敏,经销
O002444,2025-03-26,C0091,P1008,5,685.08,已完成,李娜,展会线索
O002445,2025-08-12,C0076,P1009,39,693.91,已完成,李娜,直销
O002446,2025-01-31,C0088,P1008,33,713.72,已完成,陈敏,展会线索
O002447,2025-10-05,C0040,P1013,21,167.77,已完成,李娜,老客户复购
O002448,2025-02-15,C0050,P1003,9,1654.68,已取消,张伟,展会线索
O002449,2025-06-16,C0014,P1006,8,2322.27,已完成,王强,老客户复购
O002450,2025-09-04,C0091,P1004,5,698.76,已完成,李娜,直销
O002451,2025-04-22,C0051,P1012,36,362.37,已完成,王强,老客户复购
O002452,2025-08-08,C0004,P1002,4,1059.32,已完成,张伟,经销
O002453,2025-12-05,C0020,P1009,38,679.56,已完成,赵磊,展会线索
O002454,2025-07-29,C0092,P1013,23,168.06,已完成,王强,老客户复购
O002455,2025-12-14,C0045,P1002,10,995.04,已完成,刘洋,展会线索
O002456,2025-05-10,C0010,P1003,12,1459.72,已完成,赵磊,老客户复购
O002457,2025-02-17,C0106,P1013,40,167.47,已完成,张伟,展会线索
O002458,2025-01-10,C0019,P1014,78,41.77,已完成,王强,展会线索
O002459,2025-08-09,C0086,P1009,44,678.51,已完成,陈敏,展会线索
O002460,2025-06-03,C0107,P1016,118,88.97,已完成,赵磊,经销
O002461,2025-04-13,C0079,P1001,8,704.11,已完成,赵磊,展会线索
O002462,2025-01-30,C0058,P1012,29,373.83,已完成,刘洋,展会线索
O002463,2025-10-19,C0080,P1007,13,1014.25,已完成,刘洋,老客户复购
O002464,2025-07-07,C0099,P1001,3,762.18,已完成,赵磊,展会线索
O002465,2025-10-03,C0065,P1011,28,477.35,已完成,陈敏,老客户复购
O002466,2025-09-26,C0008,P1003,11,1627.17,已完成,刘洋,展会线索
O002467,2025-01-14,C0117,P1006,3,2241.43,已完成,刘洋,直销
O002468,2025-03-05,C0118,P1002,11,1061.59,已完成,刘洋,直销
O002469,2025-12-04,C0113,P1011,29,436.37,已完成,刘洋,老客户复购
O002470,2025-02-25,C0067,P1010,34,593.36,已完成,张伟,直销
O002471,2025-09-24,C0059,P1016,67,93.67,已完成,赵磊,直销
O002472,2025-03-13,C0104,P1015,82,83.67,已取消,赵磊,经销
O002473,2025-01-17,C0021,P1013,14,167.06,已完成,赵磊,直销
O002474,2025-04-27,C0039,P1014,56,37.36,已完成,赵磊,经销
O002475,2025-09-27,C0113,P1010,6,592.4,已取消,王强,经销
O002476,2025-11-27,C0076,P1012,9,325.24,已完成,刘洋,展会线索
O002477,2025-10-30,C0010,P1015,60,76.55,已完成,赵磊,老客户复购
O002478,2025-05-04,C0014,P1007,8,954.09,已完成,张伟,展会线索
O002479,2025-02-21,C0062,P1015,14,76.15,已完成,张伟,老客户复购
O002480,2025-01-24,C0006,P1015,107,77.28,已完成,陈敏,直销
O002481,2025-04-02,C0020,P1001,17,767.29,已完成,王强,展会线索
O002482,2025-09-09,C0014,P1015,35,83.11,已完成,张伟,直销
O002483,2025-07-04,C0038,P1003,8,1682.65,已完成,王强,经销
O002484,2025-02-20,C0084,P1001,10,804.67,已完成,张伟,经销
O002485,2025-12-11,C0040,P1004,9,719.91,已完成,陈敏,经销
O002486,2025-09-01,C0080,P1009,24,692.33,已完成,王强,经销
O002487,2025-06-14,C0042,P1005,13,1406.64,已完成,张伟,老客户复购
O002488,2025-07-22,C0107,P1008,32,710.0,已完成,王强,经销
O002489,2025-03-10,C0071,P1010,36,587.38,已完成,王强,老客户复购
O002490,2025-02-03,C0025,P1012,14,334.37,已完成,张伟,直销
O002491,2025-02-12,C0081,P1010,41,581.67,已完成,赵磊,经销
O002492,2025-05-31,C0021,P1013,25,151.82,已完成,赵磊,展会线索
O002493,2025-04-11,C0097,P1013,21,152.74,已取消,王强,直销
O002494,2025-12-07,C0006,P1007,4,922.67,已完成,赵磊,展会线索
O002495,2025-05-16,C0110,P1003,11,1539.0,已完成,张伟,展会线索
O002496,2025-06-11,C0037,P1008,38,697.09,已完成,张伟,老客户复购
O002497,2025-03-07,C0044,P1008,24,699.63,已完成,赵磊,直销
O002498,2025-03-03,C0119,P1007,13,953.32,已完成,赵磊,经销
O002499,2025-05-10,C0081,P1007,3,963.2,已完成,陈敏,展会线索
O002500,2025-11-23,C0034,P1002,6,927.72,已完成,刘洋,经销
O002501,2025-12-04,C0003,P1006,1,2488.28,已完成,李娜,老客户复购
O002502,2025-06-10,C0072,P1012,28,348.93,已完成,李娜,经销
O002503,2025-04-05,C0020,P1007,5,952.39,已完成,陈敏,展会线索
O002504,2025-06-21,C0064,P1008,44,688.75,已完成,陈敏,老客户复购
O002505,2025-11-25,C0078,P1009,44,652.26,已完成,李娜,直销
O002506,2025-01-21,C0016,P1016,103,104.1,已完成,陈敏,老客户复购
O002507,2025-03-27,C0085,P1001,8,815.24,已完成,刘洋,展会线索
O002508,2025-01-18,C0033,P1009,27,689.06,退货,刘洋,经销
O002509,2025-09-24,C0046,P1007,6,1073.12,已完成,赵磊,老客户复购
O002510,2025-01-31,C0115,P1007,4,932.38,已完成,刘洋,直销
O002511,2025-06-20,C0103,P1006,5,2453.85,已完成,陈敏,直销
O002512,2025-01-24,C0065,P1015,31,79.41,已完成,刘洋,老客户复购
O002513,2025-06-16,C0032,P1002,13,953.89,已完成,李娜,老客户复购
O002514,2025-01-19,C0050,P1013,4,172.05,已完成,王强,老客户复购
O002515,2025-10-26,C0119,P1010,26,568.77,退货,刘洋,展会线索
O002516,2025-08-17,C0102,P1003,12,1571.1,已完成,刘洋,老客户复购
O002517,2025-11-28,C0064,P1013,30,150.44,已完成,陈敏,老客户复购
O002518,2025-07-05,C0003,P1013,8,168.35,已完成,刘洋,经销
O002519,2025-12-15,C0001,P1005,14,1437.97,已完成,张伟,展会线索
O002520,2025-12-07,C0075,P1015,97,81.65,已完成,张伟,经销
O002521,2025-11-19,C0082,P1003,7,1499.62,已完成,刘洋,展会线索
O002522,2025-04-27,C0052,P1003,11,1589.7,已完成,赵磊,直销
O002523,2025-04-28,C0054,P1010,33,610.04,已完成,刘洋,直销
O002524,2025-07-17,C0112,P1011,15,480.58,已完成,刘洋,展会线索
O002525,2025-03-12,C0050,P1016,63,99.23,已完成,王强,展会线索
O002526,2025-11-10,C0091,P1010,37,565.14,已完成,王强,展会线索
O002527,2025-10-27,C0118,P1007,15,1058.71,已完成,刘洋,直销
O002528,2025-09-06,C0040,P1016,29,99.93,已完成,王强,经销
O002529,2025-09-18,C0040,P1008,41,724.49,已完成,李娜,直销
O002530,2025-05-13,C0088,P1001,9,752.12,已完成,刘洋,老客户复购
O002531,2025-04-06,C0001,P1007,1,1067.62,已完成,赵磊,老客户复购
O002532,2025-01-03,C0049,P1016,47,89.11,已完成,李娜,经销
O002533,2025-08-14,C0038,P1011,9,474.72,退货,王强,直销
O002534,2025-03-04,C0001,P1003,17,1593.17,已完成,刘洋,经销
O002535,2025-07-02,C0006,P1005,11,1426.23,已完成,刘洋,展会线索
O002536,2025-10-11,C0079,P1001,3,755.62,已完成,王强,展会线索
O002537,2025-01-23,C0006,P1003,3,1449.33,已完成,李娜,经销
O002538,2025-02-08,C0120,P1003,7,1499.1,已完成,李娜,直销
O002539,2025-10-27,C0007,P1009,18,680.08,已完成,赵磊,经销
O002540,2025-06-29,C0032,P1012,5,356.06,已完成,刘洋,老客户复购
O002541,2025-03-22,C0105,P1004,12,679.92,已完成,刘洋,直销
O002542,2025-08-15,C0115,P1006,1,2339.24,退货,刘洋,老客户复购
O002543,2025-04-01,C0079,P1004,10,667.47,已完成,陈敏,直销
O002544,2025-06-29,C0044,P1002,16,1061.98,已取消,刘洋,直销
O002545,2025-10-23,C0114,P1013,44,165.2,已完成,王强,展会线索
O002546,2025-08-16,C0003,P1012,20,378.67,已完成,陈敏,老客户复购
O002547,2025-02-03,C0076,P1014,32,39.01,已完成,赵磊,展会线索
O002548,2025-03-23,C0120,P1012,18,347.42,已完成,赵磊,直销
O002549,2025-04-14,C0049,P1015,52,79.78,已完成,李娜,直销
O002550,2025-05-05,C0031,P1004,11,658.46,已完成,陈敏,展会线索
O002551,2025-12-28,C0030,P1005,2,1354.98,已完成,陈敏,经销
O002552,2025-01-25,C0008,P1002,5,1012.08,已完成,赵磊,直销
O002553,2025-08-14,C0062,P1003,15,1504.0,退货,李娜,展会线索
O002554,2025-12-21,C0113,P1007,4,935.92,已取消,李娜,经销
O002555,2025-05-30,C0044,P1003,5,1656.3,已完成,王强,直销
O002556,2025-09-25,C0065,P1009,31,638.87,已完成,张伟,直销
O002557,2025-05-13,C0023,P1012,44,353.93,已完成,张伟,老客户复购
O002558,2025-04-17,C0025,P1002,11,895.57,已完成,李娜,直销
O002559,2025-11-11,C0023,P1012,12,343.74,已完成,王强,直销
O002560,2025-06-11,C0109,P1008,43,706.17,已完成,赵磊,经销
O002561,2025-07-16,C0064,P1012,20,330.58,已取消,赵磊,展会线索
O002562,2025-01-19,C0104,P1014,76,39.28,已完成,刘洋,展会线索
O002563,2025-09-08,C0079,P1014,61,37.62,已完成,张伟,直销
O002564,2025-05-25,C0010,P1007,14,944.09,已完成,陈敏,老客户复购
O002565,2025-06-12,C0104,P1008,38,701.71,已完成,刘洋,直销
O002566,2025-07-11,C0074,P1004,7,678.48,已完成,张伟,展会线索
O002567,2025-07-28,C0085,P1013,38,170.16,已完成,赵磊,展会线索
O002568,2025-08-28,C0115,P1011,8,473.75,已完成,刘洋,直销
O002569,2025-08-17,C0063,P1010,21,602.91,已完成,王强,展会线索
O002570,2025-11-01,C0027,P1008,26,706.94,已完成,赵磊,展会线索
O002571,2025-01-28,C0004,P1002,4,1063.5,已完成,赵磊,直销
O002572,2025-12-29,C0103,P1011,11,499.49,已完成,陈敏,展会线索
O002573,2025-05-17,C0104,P1014,117,42.31,已完成,赵磊,直销
O002574,2025-02-15,C0082,P1012,42,343.5,已完成,刘洋,直销
O002575,2025-08-29,C0056,P1011,27,486.99,已完成,王强,经销
O002576,2025-05-25,C0101,P1004,7,698.46,已完成,张伟,直销
O002577,2025-01-18,C0047,P1010,29,537.99,已完成,李娜,经销
O002578,2025-05-31,C0034,P1009,17,656.0,已完成,王强,老客户复购
O002579,2025-05-08,C0020,P1006,1,2248.87,已完成,刘洋,展会线索
O002580,2025-12-06,C0069,P1012,7,367.13,已完成,李娜,直销
O002581,2025-11-23,C0029,P1009,14,722.93,已完成,王强,展会线索
O002582,2025-05-28,C0081,P1001,17,769.25,已完成,刘洋,老客户复购
O002583,2025-07-19,C0071,P1004,17,647.42,已完成,赵磊,经销
O002584,2025-01-21,C0100,P1009,38,654.19,已完成,王强,老客户复购
O002585,2025-12-18,C0007,P1001,7,807.07,已完成,张伟,经销
O002586,2025-07-22,C0021,P1011,19,488.11,已完成,赵磊,直销
O002587,2025-01-03,C0030,P1003,6,1499.4,已完成,李娜,经销
O002588,2025-04-08,C0046,P1005,11,1429.71,已完成,李娜,直销
O002589,2025-03-09,C0055,P1015,115,83.22,已完成,刘洋,展会线索
O002590,2025-12-18,C0074,P1016,64,103.96,已完成,陈敏,老客户复购
O002591,2025-09-28,C0058,P1003,7,1629.45,已完成,赵磊,老客户复购
O002592,2025-09-12,C0071,P1007,10,984.54,已完成,陈敏,老客户复购
O002593,2025-01-22,C0076,P1009,23,620.77,已完成,陈敏,直销
O002594,2025-12-31,C0021,P1010,15,560.46,已完成,张伟,经销
O002595,2025-03-21,C0097,P1005,2,1305.87,已完成,陈敏,经销
O002596,2025-12-24,C0035,P1014,54,39.21,已完成,刘洋,老客户复购
O002597,2025-10-04,C0011,P1013,18,162.44,已完成,陈敏,经销
O002598,2025-05-23,C0068,P1008,8,758.35,已完成,张伟,老客户复购
O002599,2025-01-31,C0064,P1013,12,167.98,已完成,王强,直销
O002600,2025-06-10,C0118,P1008,12,743.75,已完成,李娜,老客户复购
O002601,2025-04-29,C0089,P1004,17,632.55,已完成,刘洋,老客户复购
O002602,2025-12-19,C0040,P1013,38,172.06,已完成,张伟,经销
O002603,2025-05-15,C0055,P1005,11,1347.57,已完成,李娜,经销
O002604,2025-01-27,C0018,P1016,114,93.48,已完成,刘洋,经销
O002605,2025-09-03,C0011,P1009,35,632.97,已完成,赵磊,经销
O002606,2025-10-24,C0021,P1015,101,77.7,已完成,张伟,经销
O002607,2025-08-13,C0003,P1016,112,95.93,已完成,张伟,直销
O002608,2025-05-01,C0003,P1015,66,83.51,已完成,李娜,展会线索
O002609,2025-10-29,C0032,P1001,7,765.55,已完成,张伟,老客户复购
O002610,2025-04-26,C0044,P1013,37,174.06,已取消,王强,展会线索
O002611,2025-10-25,C0014,P1014,71,37.36,已完成,王强,经销
O002612,2025-01-28,C0100,P1001,5,743.98,已取消,赵磊,展会线索
O002613,2025-03-28,C0058,P1010,44,619.65,已完成,张伟,直销
O002614,2025-04-19,C0077,P1005,7,1445.74,已完成,李娜,经销
O002615,2025-04-08,C0101,P1012,26,363.88,已完成,陈敏,老客户复购
O002616,2025-12-06,C0032,P1002,3,960.01,已完成,陈敏,经销
O002617,2025-05-09,C0022,P1012,9,360.45,已取消,赵磊,经销
O002618,2025-07-10,C0048,P1001,7,782.8,已完成,王强,经销
O002619,2025-05-30,C0085,P1012,39,377.37,已完成,张伟,老客户复购
O002620,2025-11-12,C0077,P1013,18,156.16,已完成,赵磊,展会线索
O002621,2025-04-12,C0115,P1009,22,663.7,已完成,张伟,展会线索
O002622,2025-03-13,C0029,P1002,12,1043.75,已完成,赵磊,直销
O002623,2025-12-06,C0006,P1016,39,98.92,已完成,陈敏,老客户复购
O002624,2025-12-18,C0044,P1012,9,363.89,已完成,陈敏,经销
O002625,2025-05-14,C0049,P1010,4,557.92,已完成,王强,展会线索
O002626,2025-05-08,C0059,P1003,6,1467.09,已完成,陈敏,展会线索
O002627,2025-06-12,C0038,P1003,17,1586.71,已完成,陈敏,直销
O002628,2025-08-29,C0044,P1007,16,991.89,已完成,李娜,展会线索
O002629,2025-04-24,C0069,P1011,19,500.57,已完成,陈敏,经销
O002630,2025-05-09,C0063,P1007,4,1024.5,已完成,陈敏,经销
O002631,2025-07-28,C0076,P1002,3,1004.16,已取消,王强,老客户复购
