order_id,material_cost,labor_cost,manufacturing_cost,logistics_cost,other_cost
O002084,2623.45,563.51,540.89,80.14,72.33
O002085,1273.57,262.38,201.51,38.63,35.13
O002086,981.99,224.41,186.99,39.74,23.76
O002087,3823.94,904.07,660.98,174.64,133.55
O002088,3429.01,826.34,533.55,136.92,81.72
O002089,1105.16,271.74,234.77,37.89,39.71
O002090,434.46,75.52,76.49,25.69,6.46
O002091,2458.98,633.93,556.53,240.69,61.62
O002092,624.7,151.15,118.13,17.34,16.63
O002093,8593.78,1630.25,1342.41,820.67,151.4
O002094,7072.04,1883.29,1362.21,248.76,186.09
O002095,7847.67,1568.8,1885.59,394.96,238.58
O002096,6011.2,1194.72,1174.38,218.66,128.17
O002097,8047.23,1600.43,1671.15,237.39,173.27
O002098,6679.89,1408.4,1472.91,516.53,269.59
O002099,6711.07,1824.99,1411.84,612.39,276.26
O002100,2387.9,607.41,468.66,154.37,50.11
O002101,4816.34,1162.87,1204.13,450.62,171.69
O002102,472.19,97.2,76.02,22.57,5.03
O002103,6099.53,1497.16,1030.58,244.25,134.58
O002104,1840.5,416.89,328.42,89.05,61.64
O002105,1352.71,345.96,284.73,68.1,43.85
O002106,10654.68,1889.71,1632.66,912.57,258.21
O002107,4288.3,835.84,710.48,378.06,153.57
O002108,1290.48,262.88,297.73,88.24,40.6
O002109,3855.34,913.72,946.28,194.64,115.3
O002110,5936.0,1117.78,1268.05,194.86,163.79
O002111,3890.31,960.16,800.76,237.72,106.65
O002112,1454.9,253.06,222.9,86.16,12.24
O002113,741.7,116.52,90.06,29.09,17.95
O002114,1307.46,345.02,278.82,102.13,48.03
O002115,1766.92,417.77,327.81,64.61,23.21
O002116,2594.79,642.48,435.5,173.83,68.75
O002117,768.64,170.5,172.18,22.75,22.02
O002118,3608.87,949.17,713.78,252.68,66.95
O002119,3405.3,875.06,826.15,129.06,113.31
O002120,13926.84,3605.49,3461.11,645.56,369.13
O002121,9060.92,1986.26,2012.31,586.93,300.53
O002122,5833.14,1393.96,1159.67,511.26,55.93
O002123,7440.79,1539.92,1423.46,410.32,264.43
O002124,14853.38,3509.48,3051.83,854.93,189.23
O002125,3578.13,701.48,770.68,216.82,61.55
O002126,11220.71,1955.55,1754.38,748.22,126.4
O002127,2070.52,537.54,354.63,72.11,61.23
O002128,15483.03,4249.28,2521.72,497.99,169.69
O002129,694.31,167.44,141.02,37.04,8.61
O002130,2657.13,541.23,597.78,207.86,81.85
O002131,3957.31,955.26,716.87,213.78,135.67
O002132,5844.03,1181.16,1148.59,516.37,184.24
O002133,10888.55,2976.58,2669.31,539.55,430.73
O002134,3707.63,479.75,549.51,140.56,82.74
O002135,7502.63,1622.49,1739.27,700.81,84.7
O002136,4886.27,857.27,824.83,410.97,164.19
O002137,11635.38,2055.43,1814.03,1140.15,148.51
O002138,17770.58,3619.87,2946.21,818.17,224.28
O002139,3623.02,619.91,671.56,139.72,101.18
O002140,3974.78,988.99,803.76,248.76,130.92
O002141,12436.97,3183.37,2271.07,486.6,272.64
O002142,15138.28,3360.69,3356.1,954.95,503.43
O002143,16691.47,3318.39,2679.16,1404.39,180.76
O002144,10081.01,1975.79,2001.39,714.56,112.53
O002145,10716.06,2291.83,2336.4,879.23,304.89
O002146,3043.11,606.34,687.77,160.02,61.4
O002147,1669.42,418.85,361.02,137.83,49.77
O002148,5272.17,1050.94,1200.21,418.34,78.86
O002149,1185.99,220.21,278.71,78.6,19.46
O002150,5761.36,1587.02,1215.18,402.96,169.43
O002151,1116.73,220.74,240.35,78.55,24.79
O002152,3988.62,733.11,923.39,181.88,43.72
O002153,13658.13,2695.99,2374.09,876.53,476.12
O002154,966.97,218.36,232.65,47.18,31.49
O002155,2492.26,512.34,499.29,125.51,100.35
O002156,3719.82,927.38,810.85,135.66,125.29
O002157,2520.84,617.59,565.55,114.83,53.56
O002158,7559.09,1545.46,1170.42,742.37,176.94
O002159,10771.34,1755.01,1707.9,310.16,212.63
O002160,6289.17,1614.44,1556.46,306.51,183.43
O002161,1958.48,523.98,326.25,163.41,67.2
O002162,3401.47,824.05,650.93,160.18,96.67
O002163,2300.6,416.91,445.63,157.58,21.72
O002164,7154.24,1669.19,1148.29,431.96,279.45
O002165,684.33,139.73,116.88,22.28,6.37
O002166,1091.57,296.38,264.63,86.39,20.41
O002167,4814.81,1182.01,1053.42,351.51,180.99
O002168,3792.89,911.73,710.55,319.77,40.3
O002169,7961.55,1150.9,997.26,209.92,90.98
O002170,6759.61,1794.95,1121.67,284.23,171.59
O002171,2567.42,621.85,491.27,245.68,64.94
O002172,3181.65,654.26,668.26,278.05,80.34
O002173,3838.99,929.78,928.26,156.19,135.07
O002174,7405.83,1664.29,1732.03,557.7,268.91
O002175,12519.14,2516.91,2641.43,1064.08,396.26
O002176,3531.9,767.35,723.19,267.0,60.31
O002177,3420.12,880.45,764.97,308.51,132.06
O002178,5834.01,1538.0,1254.61,539.86,101.04
O002179,2616.34,526.69,505.42,165.59,60.05
O002180,1058.42,257.14,222.15,63.98,9.44
O002181,956.24,207.28,219.83,58.04,22.61
O002182,11280.28,1969.65,1827.96,832.08,213.23
O002183,2199.51,583.16,452.8,71.13,36.95
O002184,7995.7,1953.91,1406.45,758.86,230.36
O002185,4574.35,1008.89,1001.05,283.48,134.6
O002186,8102.54,1607.0,1369.38,557.11,124.72
O002187,2862.75,596.71,715.59,277.46,48.73
O002188,19158.33,3637.97,3985.16,829.18,221.78
O002189,3312.94,658.0,502.31,233.98,87.03
O002190,3039.87,771.36,571.23,101.03,30.7
O002191,7841.03,1506.15,1589.4,262.21,197.1
O002192,2985.12,665.01,657.55,165.54,61.4
O002193,5335.54,1210.42,970.77,315.58,127.94
O002194,9150.13,1834.79,2042.59,612.95,128.78
O002195,5760.05,1133.1,1373.89,243.59,78.86
O002196,8170.92,1811.24,1610.63,376.63,149.46
O002197,2374.88,453.26,421.26,205.31,33.21
O002198,8273.07,1675.23,1289.67,431.24,100.51
O002199,12170.49,2715.01,1939.01,1043.86,427.45
O002200,1073.03,290.65,228.42,85.32,16.4
O002201,8202.13,2059.47,1330.75,500.86,207.96
O002202,339.57,77.52,55.25,17.2,4.84
O002203,2470.16,575.56,566.25,192.64,50.51
O002204,11216.98,3101.9,2306.87,1009.77,129.16
O002205,8336.99,1406.6,1026.34,555.19,167.2
O002206,6620.48,1387.41,946.98,492.16,90.49
O002207,2031.84,488.37,317.16,104.05,18.45
O002208,16251.31,3195.74,2227.71,498.21,328.85
O002209,19505.35,4696.27,4021.12,1598.01,299.02
O002210,8952.34,1872.59,2085.78,495.95,316.33
O002211,6355.79,1487.54,1180.98,382.95,161.85
O002212,1347.43,361.61,306.39,105.82,28.26
O002213,4148.33,1064.91,810.1,350.19,128.67
O002214,662.45,162.97,147.76,57.35,20.9
O002215,4340.59,713.57,777.0,111.23,118.54
O002216,9790.9,2467.4,1918.18,584.08,240.67
O002217,4541.87,893.27,955.48,409.91,84.72
O002218,2764.37,640.12,645.08,123.87,53.37
O002219,3929.43,675.49,769.31,245.47,70.58
O002220,2600.58,668.05,428.61,123.66,67.89
O002221,9623.79,2248.97,2260.45,909.64,163.21
O002222,5877.29,1172.58,1407.08,343.94,139.66
O002223,4352.14,937.09,666.16,221.24,105.48
O002224,12399.22,2844.28,1920.14,639.69,399.08
O002225,2378.94,412.71,344.51,178.22,62.8
O002226,8976.92,2159.68,2238.38,640.85,202.84
O002227,12705.78,2400.47,2257.46,728.78,273.64
O002228,20200.77,3902.3,2932.97,1885.59,330.71
O002229,5733.62,1323.4,1381.79,342.59,118.98
O002230,6137.16,1612.61,1348.7,212.0,172.82
O002231,1263.17,289.63,250.14,65.56,31.51
O002232,777.01,142.65,129.29,34.79,28.13
O002233,6105.31,1304.89,1327.23,533.08,248.73
O002234,14894.86,3572.54,3379.27,610.56,271.7
O002235,4297.04,1088.45,841.46,268.37,95.39
O002236,7560.02,2062.52,1400.24,552.58,114.63
O002237,2746.58,721.3,661.27,174.51,46.12
O002238,4934.05,1057.59,1050.29,325.62,166.27
O002239,4679.08,915.83,997.04,390.84,122.3
O002240,12674.42,2969.18,2413.44,1103.7,330.89
O002241,3859.31,811.78,878.36,170.06,106.66
O002242,1621.7,368.96,334.85,94.94,25.7
O002243,389.54,88.02,83.62,16.46,9.72
O002244,6952.98,1119.72,1164.59,182.64,168.55
O002245,6880.64,1612.43,1124.32,504.4,129.92
O002246,8591.13,1807.93,1658.75,494.81,236.6
O002247,3228.1,673.27,624.41,271.04,70.69
O002248,13837.08,3216.88,2461.04,624.04,198.69
O002249,1063.49,199.47,219.12,46.7,23.53
O002250,7142.02,1742.37,1667.27,603.4,213.3
O002251,947.93,168.08,148.17,36.72,12.97
O002252,1337.32,314.48,221.24,145.52,54.31
O002253,3463.9,591.92,729.74,310.75,133.52
O002254,10735.78,2669.18,1644.8,365.99,140.5
O002255,1548.18,269.11,230.68,129.34,17.98
O002256,6285.72,1487.96,910.59,174.72,144.26
O002257,11792.57,2830.18,1943.29,574.32,217.85
O002258,1090.05,220.82,171.14,78.26,22.58
O002259,2598.59,693.05,559.39,166.56,78.28
O002260,4975.38,1179.08,1128.21,285.51,116.59
O002261,2494.55,556.0,403.88,134.73,77.55
O002262,2968.21,646.77,652.09,97.15,97.09
O002263,749.19,159.72,134.88,34.79,16.55
O002264,5410.24,1200.39,1151.89,345.75,189.75
O002265,15844.25,3043.32,2701.74,463.9,500.76
O002266,1369.12,241.67,259.75,113.9,37.97
O002267,4697.65,943.95,819.53,364.94,149.57
O002268,13122.97,2481.89,3043.09,1135.96,181.18
O002269,4292.12,1043.76,802.95,243.11,61.56
O002270,12017.69,2852.81,1794.75,1060.33,353.85
O002271,2544.92,671.87,529.94,230.13,61.98
O002272,11736.19,2407.62,2158.93,742.63,409.02
O002273,3753.67,711.21,554.32,368.23,86.04
O002274,3400.81,877.19,818.09,330.0,60.96
O002275,5161.05,1296.37,1209.07,586.05,148.69
O002276,7078.71,1237.8,1180.87,408.58,286.46
O002277,3238.17,722.87,813.41,191.51,62.34
O002278,679.15,161.43,125.76,67.3,11.24
O002279,5387.7,1252.21,924.73,417.8,67.61
O002280,6979.91,1938.15,1165.2,199.13,142.49
O002281,13890.54,3785.22,3423.39,786.89,280.9
O002282,7439.9,1474.63,1301.37,305.87,193.03
O002283,1422.28,367.1,301.39,130.97,31.26
O002284,7336.38,1830.06,1613.94,246.74,212.16
O002285,6939.03,1396.32,1617.78,322.81,105.71
O002286,9819.01,2047.62,2283.44,545.2,199.99
O002287,6068.87,1110.19,1292.79,493.96,142.79
O002288,7713.84,1668.32,1527.68,771.7,244.38
O002289,1485.53,272.13,321.88,159.19,39.34
O002290,3891.82,899.53,855.2,117.13,142.73
O002291,11309.84,2433.55,1713.19,831.65,152.62
O002292,6127.34,1147.52,1236.37,243.89,163.0
O002293,1738.79,446.89,286.78,46.48,31.54
O002294,339.93,70.71,73.49,24.53,3.88
O002295,3208.52,733.26,560.67,265.47,43.25
O002296,349.16,70.02,57.88,33.55,6.72
O002297,10732.68,2258.61,2141.91,964.31,358.81
O002298,2387.23,650.07,484.03,112.27,62.14
O002299,3798.19,667.44,776.0,126.08,60.99
O002300,738.51,159.47,108.63,51.4,26.41
O002301,13021.06,2515.89,2451.82,1236.49,388.38
O002302,478.16,115.34,72.75,35.26,10.61
O002303,8719.51,1817.9,2020.19,361.37,169.49
O002304,4062.12,769.96,800.1,390.0,49.74
O002305,2446.74,632.61,525.64,179.04,37.8
O002306,7732.16,1642.67,1508.26,277.33,122.88
O002307,8903.58,1703.69,1347.69,609.91,224.57
O002308,845.54,195.12,161.47,47.35,27.67
O002309,464.64,108.36,80.05,38.83,4.58
O002310,7662.7,1621.97,1544.9,363.56,207.62
O002311,3403.77,789.9,820.12,168.33,41.03
O002312,11557.53,3082.32,1792.34,405.41,323.52
O002313,8872.07,1989.16,2060.92,348.86,250.83
O002314,10394.63,2702.31,2455.49,656.89,282.9
O002315,7370.23,1476.21,1205.46,627.0,147.73
O002316,4514.76,1239.52,989.93,173.54,45.27
O002317,7595.03,2055.38,1825.31,397.07,269.04
O002318,9420.79,2258.95,1703.03,650.04,184.96
O002319,1307.32,268.02,245.22,142.61,56.51
O002320,1992.34,379.75,358.62,94.31,33.53
O002321,8818.4,2147.4,1473.79,826.33,294.9
O002322,4163.5,767.14,550.53,177.77,71.1
O002323,1040.46,249.56,181.82,54.42,18.59
O002324,2501.16,553.96,523.54,124.13,28.09
O002325,1083.68,199.85,180.78,41.78,26.34
O002326,6425.89,1233.76,1279.11,491.98,133.97
O002327,3233.29,806.27,685.45,124.77,105.58
O002328,568.52,140.42,94.73,24.08,13.17
O002329,9477.37,2030.89,2053.3,645.07,290.45
O002330,3269.39,842.6,657.1,94.04,49.5
O002331,11156.56,2641.63,2142.39,1158.1,421.26
O002332,7967.11,1701.76,1683.14,294.44,162.21
O002333,6614.02,1306.97,1046.91,455.17,85.2
O002334,3972.32,1006.5,630.05,240.9,123.05
O002335,5312.72,1435.26,1255.59,173.86,50.49
O002336,12569.57,3106.96,2195.28,337.84,287.75
O002337,4558.37,1236.95,1036.71,332.79,81.73
O002338,2705.3,538.41,400.85,195.35,73.45
O002339,1506.79,372.08,262.42,84.6,33.19
O002340,360.14,90.86,72.49,30.07,9.44
O002341,12208.25,2473.08,2329.41,651.97,266.79
O002342,7641.16,2138.96,1301.65,473.61,65.03
O002343,4217.88,884.51,784.73,290.12,125.28
O002344,1058.23,246.23,235.05,83.12,28.99
O002345,9870.5,2793.09,2465.59,704.8,225.37
O002346,7224.69,1852.27,1709.92,601.63,226.87
O002347,2646.7,585.68,593.63,86.24,80.87
O002348,1065.9,214.33,159.99,77.52,12.65
O002349,1807.63,446.86,409.95,149.51,42.87
O002350,9711.74,1999.52,1565.28,551.4,180.03
O002351,9189.08,1951.71,1659.03,754.62,152.25
O002352,1247.37,272.87,261.68,102.7,36.84
O002353,7288.72,1775.44,1606.65,350.24,179.07
O002354,1293.99,280.82,273.4,70.23,34.42
O002355,17505.57,3687.87,3222.91,1471.57,478.19
O002356,3168.04,750.54,570.31,122.4,78.75
O002357,7647.02,1632.27,1256.3,541.52,138.23
O002358,5227.91,1154.92,860.45,220.56,154.05
O002359,1429.91,322.56,283.3,85.62,24.65
O002360,4446.61,926.75,630.6,192.23,49.16
O002361,4607.5,1098.6,711.55,425.31,132.44
O002362,4076.5,870.31,802.95,207.99,44.48
O002363,3250.26,738.44,560.91,123.33,139.79
O002364,5253.76,1218.77,898.85,167.46,162.81
O002365,1047.41,201.28,223.95,30.4,22.68
O002366,10559.38,1772.96,1276.98,862.17,225.56
O002367,6152.05,1503.95,1222.81,495.2,139.39
O002368,5155.17,1328.85,1191.8,211.6,140.26
O002369,10022.58,1820.23,2268.1,703.49,311.06
O002370,11531.86,2456.46,1939.26,530.25,270.94
O002371,5760.54,1245.07,939.13,161.75,139.95
O002372,5183.59,1402.05,1149.33,484.71,58.04
O002373,5099.37,962.29,987.66,336.41,148.94
O002374,4152.84,966.59,670.23,123.46,111.68
O002375,12815.84,2986.25,2296.44,416.58,139.44
O002376,5497.03,1543.73,1071.41,495.79,173.48
O002377,3858.68,1002.85,645.39,209.64,121.84
O002378,6593.09,1316.19,1098.9,467.12,58.65
O002379,6722.91,1144.44,1302.77,371.95,140.65
O002380,6557.54,1681.51,1371.18,527.82,83.88
O002381,3881.19,755.83,675.85,339.28,109.81
O002382,10122.48,1914.7,1776.58,877.24,362.25
O002383,4461.05,1059.23,885.07,420.85,140.76
O002384,4644.34,788.7,1008.2,275.0,53.3
O002385,6123.03,1633.43,1244.35,548.77,75.13
O002386,3094.65,654.79,612.93,216.92,87.1
O002387,3088.25,624.18,508.48,271.76,58.24
O002388,9178.15,1584.9,1627.33,236.14,103.31
O002389,2793.92,618.41,451.1,170.62,100.87
O002390,977.21,159.5,137.77,75.36,24.35
O002391,5219.61,1246.21,985.2,249.55,196.52
O002392,1718.2,357.48,406.91,88.43,65.32
O002393,6144.2,1242.72,1063.25,367.73,90.05
O002394,8916.33,1514.97,1842.8,364.04,118.86
O002395,3021.86,580.6,749.42,313.37,88.37
O002396,1562.81,346.67,336.05,129.02,24.58
O002397,6752.98,1603.04,1609.28,487.74,231.55
O002398,7990.29,1756.84,1742.04,373.05,141.36
O002399,4335.18,795.33,734.95,335.0,104.29
O002400,2399.28,596.43,437.32,157.87,73.98
O002401,3127.58,617.34,680.36,277.18,58.9
O002402,899.51,163.72,119.2,58.8,13.22
O002403,9546.53,2380.8,1563.27,732.26,132.35
O002404,7163.78,1400.42,1298.73,370.8,246.21
O002405,697.04,153.57,155.86,35.59,21.25
O002406,8601.14,1709.14,1868.1,267.21,157.27
O002407,7238.02,1628.32,1554.35,464.59,208.01
O002408,11775.73,2467.44,2703.83,1122.71,318.07
O002409,7216.21,1719.77,1277.92,460.24,112.88
O002410,8077.51,1460.46,1839.22,323.84,221.1
O002411,5579.7,1057.41,1223.49,298.09,202.26
O002412,8173.2,1496.25,1708.01,289.56,111.68
O002413,747.81,153.98,164.14,43.75,24.01
O002414,1476.23,402.55,232.76,42.85,38.66
O002415,782.46,185.17,142.85,33.15,7.06
O002416,9017.5,1996.35,1621.6,623.52,281.96
O002417,5424.1,1067.35,1062.03,197.96,66.85
O002418,3856.19,892.17,806.34,143.14,131.76
O002419,1595.94,433.95,305.28,52.7,26.23
O002420,1253.95,293.65,308.47,64.43,34.51
O002421,6010.23,1337.39,1031.68,513.52,80.74
O002422,350.95,87.59,52.22,28.91,6.57
O002423,1667.59,357.23,413.67,128.83,22.87
O002424,2653.15,595.77,569.27,235.99,101.43
O002425,2769.34,621.27,432.42,84.74,67.15
O002426,8911.74,2258.2,1578.37,278.29,192.82
O002427,7192.12,1682.71,1023.53,588.24,155.73
O002428,8363.51,1793.85,1728.93,637.72,282.08
O002429,9210.8,1749.2,1569.67,796.85,268.07
O002430,4128.66,813.24,623.87,231.23,51.95
O002431,7838.32,1985.98,1373.86,787.57,274.48
O002432,7571.34,1899.32,1305.94,514.62,96.91
O002433,1819.53,425.03,284.34,84.19,40.54
O002434,10801.62,2780.68,1803.48,637.99,285.07
O002435,4068.96,986.86,722.84,353.93,105.91
O002436,5544.52,1390.21,1183.24,353.65,68.06
O002437,2649.89,597.58,463.66,218.5,97.33
O002438,2765.96,622.57,554.05,163.23,88.97
O002439,814.09,171.33,135.55,47.21,9.51
O002440,11698.03,2693.21,2846.8,1012.64,335.71
O002441,9322.47,2432.18,2157.96,768.66,239.51
O002442,706.76,138.51,170.99,22.72,12.65
O002443,1384.2,251.13,319.64,64.39,13.95
O002444,1881.12,362.66,399.06,105.75,51.2
O002445,14192.94,3309.05,2544.14,1306.79,160.05
O002446,11174.64,2995.93,2223.0,847.97,348.0
O002447,1817.31,350.84,452.87,86.33,37.71
O002448,6937.15,1352.52,1451.36,462.23,265.81
O002449,9189.16,1875.54,2126.2,490.86,207.67
O002450,1891.8,427.75,342.19,82.96,57.52
O002451,7235.41,1992.4,1236.28,563.2,148.24
O002452,2339.69,397.83,312.69,83.73,36.39
O002453,13538.86,3829.23,2153.44,982.27,460.89
O002454,2264.32,408.3,450.37,72.5,39.77
O002455,4783.03,971.23,819.74,189.67,59.67
O002456,8487.73,2318.78,1353.03,687.53,289.54
O002457,3735.87,904.43,768.03,207.29,71.95
O002458,1893.88,472.89,368.83,71.37,38.18
O002459,16647.59,4113.79,3482.06,985.75,453.95
O002460,6095.84,1631.66,1103.76,398.67,70.44
O002461,2636.92,510.05,645.67,203.68,58.75
O002462,6383.33,1439.36,1253.37,347.42,55.49
O002463,6548.88,1283.16,1417.01,312.51,154.96
O002464,1026.27,201.37,246.65,109.0,14.33
O002465,7732.91,1642.92,1611.25,271.2,93.35
O002466,8735.81,2142.07,1576.4,813.6,268.7
O002467,3396.19,743.26,575.32,283.01,133.0
O002468,5120.5,1209.48,1098.77,266.82,117.24
O002469,7536.06,1774.23,1721.28,302.41,152.66
O002470,10777.66,1941.77,2027.51,404.56,264.02
O002471,3874.81,746.38,839.54,167.68,49.34
O002472,3825.9,990.52,597.74,181.57,101.52
O002473,1266.92,240.05,231.69,102.29,45.66
O002474,1188.05,293.51,202.43,81.2,10.71
O002475,1700.35,455.85,285.82,91.28,68.85
O002476,2037.02,367.65,378.91,101.19,34.5
O002477,2992.37,694.02,612.66,112.23,52.89
O002478,4172.95,860.71,659.5,148.25,58.85
O002479,627.56,131.84,113.02,33.0,13.48
O002480,4875.15,1306.54,997.58,351.94,155.98
O002481,5646.65,1292.7,1118.06,357.49,66.96
O002482,1718.91,310.4,391.34,122.33,39.85
O002483,5693.73,1352.28,1036.37,320.8,234.8
O002484,3435.1,767.57,786.02,145.43,112.0
O002485,3300.31,708.5,729.31,311.01,77.62
O002486,9025.74,2035.68,1944.33,637.75,138.62
O002487,7980.2,2254.41,1473.56,683.01,318.67
O002488,10878.86,2646.4,1781.95,1112.09,133.42
O002489,10897.23,2498.67,2420.19,406.83,245.55
O002490,2866.37,611.76,647.07,71.11,76.0
O002491,13106.64,3254.63,2572.81,636.06,272.08
O002492,2473.56,596.41,440.95,182.21,65.83
O002493,2057.9,466.52,438.93,148.23,20.46
O002494,2235.55,436.85,394.35,157.65,55.26
O002495,8738.65,1774.5,1507.93,272.71,202.15
O002496,13760.9,2744.02,2539.17,600.75,439.51
O002497,7858.19,2037.48,1540.59,276.31,298.92
O002498,6781.35,1581.43,1459.37,470.04,197.83
O002499,1629.17,363.52,285.34,67.93,53.58
O002500,2968.35,585.64,441.9,126.85,83.83
O002501,1129.92,295.75,275.49,121.25,12.79
O002502,6313.49,1450.11,926.48,288.54,151.44
O002503,2791.11,506.41,419.89,150.15,92.96
O002504,16502.78,3076.13,2742.13,1417.7,485.57
O002505,17830.38,4315.42,2806.84,1193.62,164.4
O002506,5999.55,1334.44,1345.32,521.12,61.78
O002507,2656.15,622.44,637.97,283.74,126.95
O002508,10400.99,2065.43,1548.48,424.23,281.47
O002509,3335.1,651.71,713.9,185.57,61.97
O002510,2093.16,457.19,483.06,117.07,34.16
O002511,6243.23,1595.03,1231.26,291.59,105.3
O002512,1357.92,270.46,336.13,45.24,30.19
O002513,6187.62,1534.06,989.18,376.01,108.78
O002514,356.36,76.3,74.65,10.72,7.66
O002515,7572.23,2110.69,1600.13,671.13,117.35
O002516,12712.39,1947.28,1487.29,785.11,309.76
O002517,2890.11,532.88,494.12,139.05,31.14
O002518,771.48,167.37,172.96,47.98,17.3
O002519,8604.4,1769.34,2071.33,1000.01,226.03
O002520,4759.85,1070.48,1069.72,184.81,104.33
O002521,5181.3,1195.62,910.47,340.34,150.87
O002522,7738.46,2027.62,1754.26,801.17,199.14
O002523,9422.56,2222.4,1629.04,758.16,114.89
O002524,3875.37,736.7,590.69,350.48,143.76
O002525,3532.45,702.45,808.75,295.73,111.39
O002526,11379.1,2100.26,1776.73,969.85,379.26
O002527,7762.24,1634.36,1622.17,686.75,253.7
O002528,1640.52,322.27,278.61,116.91,49.38
O002529,13543.69,2814.13,3019.78,849.97,399.5
O002530,3201.6,782.56,696.92,167.9,88.81
O002531,493.23,133.01,117.57,27.21,7.91
O002532,2445.96,602.7,411.5,162.59,63.54
O002533,2410.11,610.46,433.98,199.01,23.73
O002534,12019.49,2755.7,2582.58,436.95,365.94
O002535,7014.98,1867.41,1422.93,558.14,300.97
O002536,1090.59,229.1,201.41,85.41,18.14
O002537,2112.99,465.95,492.92,104.38,30.27
O002538,5032.51,1260.19,1072.8,410.21,103.15
O002539,7221.57,1496.07,1330.47,590.14,241.02
O002540,1080.69,278.28,208.67,45.85,17.32
O002541,4387.9,1014.71,820.44,374.76,93.02
O002542,1516.38,213.61,280.55,102.58,33.3
O002543,3792.57,951.68,666.32,229.74,43.25
O002544,7910.51,1977.35,1626.69,524.94,211.52
O002545,4028.99,835.5,799.48,122.63,144.49
O002546,4173.15,1106.54,903.77,190.46,63.09
O002547,782.89,180.96,125.1,21.67,19.29
O002548,3687.21,755.7,817.03,242.48,76.43
O002549,2599.93,585.23,559.12,89.9,39.2
O002550,3751.82,822.87,942.08,352.74,118.83
O002551,1317.33,327.02,261.09,40.98,33.94
O002552,2345.63,469.01,387.08,124.4,72.64
O002553,13497.64,2742.09,2106.06,617.4,385.97
O002554,2052.46,538.79,380.94,168.71,47.03
O002555,3588.48,877.91,655.87,166.88,52.16
O002556,11282.63,2875.85,2632.15,894.4,179.28
O002557,9509.31,1854.76,1903.89,717.17,87.42
O002558,5453.59,1287.46,1105.86,386.15,163.08
O002559,2719.56,628.28,457.74,150.51,41.47
O002560,16124.76,3913.27,3014.81,1285.81,566.17
O002561,4059.47,975.04,812.09,277.72,70.65
O002562,1785.28,372.56,275.62,55.97,20.26
O002563,1292.62,315.2,291.01,44.6,32.54
O002564,7423.13,1406.78,1356.75,547.59,69.41
O002565,12613.92,3572.35,2862.11,833.14,385.23
O002566,2668.4,645.83,452.48,152.91,69.2
O002567,3288.98,926.87,660.56,180.92,120.31
O002568,1986.47,384.69,443.62,107.92,62.41
O002569,6002.76,1369.61,1092.81,517.67,106.45
O002570,9053.47,2299.87,2106.65,740.57,210.24
O002571,1869.07,445.41,420.89,196.11,80.68
O002572,3030.73,556.84,626.22,239.06,99.82
O002573,2834.25,598.89,554.16,75.91,67.28
O002574,8828.64,2351.48,2038.78,619.15,84.47
O002575,7005.41,1716.46,1079.98,305.75,240.79
O002576,2397.09,466.11,510.62,235.3,85.66
O002577,9487.92,2184.76,1669.43,750.93,177.85
O002578,6291.37,1410.9,1429.59,525.47,115.59
O002579,1181.22,308.32,182.3,95.43,26.57
O002580,1450.12,323.73,275.89,106.6,48.62
O002581,5292.94,1344.42,1138.38,268.95,139.77
O002582,6093.61,1077.39,1098.22,650.49,190.39
O002583,6009.54,1241.61,1035.3,319.81,86.94
O002584,13601.64,3045.39,2928.94,500.27,140.83
O002585,2278.13,497.1,407.08,191.37,66.87
O002586,4872.04,1269.48,972.93,168.82,87.51
O002587,4820.48,1200.32,774.68,187.6,111.87
O002588,7202.62,1558.88,1420.39,363.71,105.75
O002589,5450.22,1416.44,871.53,379.64,110.71
O002590,3449.6,909.34,676.69,235.64,77.48
O002591,4924.5,1220.64,981.02,205.73,158.97
O002592,4843.7,1033.59,1145.54,160.75,144.73
O002593,9291.04,1692.88,1624.72,501.75,167.85
O002594,4665.14,986.64,744.95,152.3,135.91
O002595,1261.97,334.86,283.38,43.7,20.94
O002596,1191.93,285.81,272.81,36.23,18.51
O002597,1633.53,325.41,329.67,92.78,28.5
O002598,2810.35,591.41,504.56,147.36,79.51
O002599,1100.27,218.23,166.89,40.88,11.37
O002600,4161.99,837.88,785.93,236.79,116.65
O002601,6367.88,1368.14,953.9,167.89,88.16
O002602,3474.13,643.41,627.52,301.06,41.52
O002603,7706.1,1847.7,1616.0,670.43,91.92
O002604,6009.48,1211.73,1009.35,282.08,185.99
O002605,12758.76,2662.77,2779.44,407.46,230.49
O002606,4592.27,1207.83,925.25,295.28,54.43
O002607,6627.04,1295.37,1323.85,520.15,135.7
O002608,3098.88,586.9,570.18,247.12,38.73
O002609,2600.74,584.78,457.69,182.88,38.89
O002610,3276.77,700.46,628.5,302.97,67.71
O002611,1623.13,313.15,348.0,91.8,30.77
O002612,1865.42,452.68,364.28,175.82,50.11
O002613,14098.85,2900.6,2110.83,1357.65,204.06
O002614,4425.74,890.33,824.91,254.27,141.85
O002615,5893.9,1008.6,1201.53,184.3,50.12
O002616,1415.59,356.87,228.9,77.64,21.69
O002617,2014.69,386.19,359.15,150.25,43.12
O002618,2606.34,641.59,466.6,193.89,46.33
O002619,8833.57,1679.35,1805.88,381.97,142.69
O002620,1565.88,381.53,284.89,56.76,23.61
O002621,8018.71,1867.55,1530.82,257.6,190.41
